Dealer Code,Dealer Code Description,Dealer City,PCR Number,PCR Year,VC Number,VC Description,Model,Sub Model,Chassis No,Chassis Type,Production Month,Kilometers Covered,Complaint Aggregate,Complaint Aggregate Description,Complaint Group,Complaint Group Description,Complaint Code,Complaint Code Description,Sale Month,Complaint Month,Complaint Reported Date,Diff between Complaint & Sales Month,Settlement Month,Settlement Date,Claim Category,Claim Category Description,Claims Indicator,No. of Complaints,Part Number,Part Description,Part Quantity,Part Rate,Actual Labour Charge,Miscellaneous Charge,Special Labour Charges,Total Expenses,Credit Amount,Customer Complaint,Investigation,Action Taken
2000620,CHETAN MOTORS,KOLHAPUR,664,2018,28985631ABFR,ARCTIC_WHITE-XENON YODHAPickup4SPTC BSIV,XENON,XENON-YODHA-4X2,MAT464602JSB01771,464602,FEB 2018,22093,A1,ENGINE,AT18089,OIL FILTER TO FIP OIL LINE LEAK,AT18089,PIPE CONNECTING OIL FILTER TO FIP LEAKY,FEB 2018,JUL 2018,06.07.2018,5,JUL 2018,13.07.2018,1,Normal Warranty,Regular Claims,1,252518170176,ASSY.OIL LINE FLEXIBLE-OFFER DRG,1,328.45,0,29.56,16.42,374.43,374.43,ENGINE OIL LEAKAGE FROM ASSY OIL LINE,WHILE CHECKING OBSERVED OIL LEAKAGE FROM ALTERNATOR TO BLOCKPIPEALTERNATOR SIDE NEAR CRIMPED INNER SIDE DEFORMED CASINGENGINE OILLEAKAGE FROM IT,Removed The Alternator Assy R R W Replaced With The New Assyoil Lineu Warrantydefer Txt 0004
2000620,CHETAN MOTORS,KOLHAPUR,667,2018,55302845000R,Ultra 1518 T 5L / 45 WB BS IV 20' HDLB,ULTRA1518,ULTRA1518-LPT,MAT764020J7B05038,764020,FEB 2018,5998,Q1,ELECTRICALS,QB54290,HIGH MOUNTED TAIL LAMP DEF.,QB54290,HIGH MOUNTED TAIL LAMP DEFECTIVE,MAY 2018,JUL 2018,07.07.2018,2,JUL 2018,10.07.2018,1,Normal Warranty,Regular Claims,1,550754449920,550754449920,1,2300.34,44,207.03,115.02,2666.39,2666.39,REAR RHS TAIL LAMP NOT WORKING,AS PER CUST COMPLAINT CHECKED AND FOUND THE SAME FURTHER CHECKING REMOVED TAIL-LAMP LENSE AND OBSERVED INTERNAL WIRINGSHORT DUE TO ENTRYOF WATER INTO TAIL LAMP ASSY BACK PANELWATER ENTERED THROUGH BACK SIDE SOCKET AND WIRING GOT SHORTCAUSINGTHE PROBLEM TAIL LAMP STOPPED WORKING,Send Detail Cir With Photographs To Csm And As Per Approvalfrom Csm Dtd6june18 Replaced Rear Rhs Tail Lamp Assy U Wdefer Txt 0002
2000620,CHETAN MOTORS,KOLHAPUR,673,2018,55271238000R,TATA LPT 407 EX2 / 38WB BS IV,407,407-LPT,MAT505157J8B05068,505157,FEB 2018,576,D1,TRANSMISSION,D100130,GEAR LEVER BALL/BUSH DAMAGED,DE27174,EXCESSIVE PLAY IN SHIFTING MECHANISM,FEB 2018,JUL 2018,08.07.2018,5,JUL 2018,18.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,44,0,660,704,704,GEAR STUCK IN FIRST GEAR GEARS NOT SHIFTING,VEH WAS B D AT MIRAJ MIDC FOR THE COMPLAINT-STUCK IN 1ST GEAR GEARS NOTSHIFTING SO DEPUTED OUR TECHNICIANS WITH ATM VAN CHECKED AND OBSERVEDTHE SAME FURTHER CHECKING FOUND HEX NUT OF GEAR SHIFTING LEVER BALLJOINT LOOSENED AND FALLEN CAUSING THEPROBLEM OF GEARS NOT SHIFTING,Fitted Tightened Ball Joint Nut Properly Took Trial Found Problemresolved-all Gears Shifting Easily And Properly Claiming Deputationcharges For Atm Usage Total Kms 44 Cac No- 78691972633
2000620,CHETAN MOTORS,KOLHAPUR,677,2018,55301145000R,TATA Ultra 1518 5L / 45WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764011J7B02462,764011,FEB 2018,24161,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,FEB 2018,JUL 2018,07.07.2018,5,JUL 2018,17.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,220,0,0,220,220,LOW AVERAGE,CHECK ALL THE PARAMETERS FOUND OK CHECKING WITH DIAGNOSTIC KIT ERRORSHOWING P0833 CLUTCH PEDAL SWITCH B CIRCUIT P0253 INJECTOR PUMP FUELMETERING CONTROL A LOW,Clutch Pedal Switch Cleaned And Remove The Error With Diagnostic Kittake Trail Found Ok U Warrantydefer Txt0002
2000620,CHETAN MOTORS,KOLHAPUR,698,2018,55301145000R,TATA Ultra 1518 5L / 45WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764011J7A02311,764011,JAN 2018,13386,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,JAN 2018,JUL 2018,11.07.2018,6,JUL 2018,14.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,220,0,0,220,220,CHECK ENGINE LIGHT REMAINS ON,CHECK ALL THE PARAMETERS FOUND OK CHECKING WITH DIAGNOSTIC KIT ERRORSHOWING P0627 7B FUEL PUMP A CONTROL CIRCUIT OPEN P0339 2F DTCDESCRIPTION NOT AVAILABLE P0336 02 CRANKSHAFT POSITION SENSOR A CIRCUITRANGE P0833 00 CLUTCH PEDAL SWITCH 'B'CIRCUIT P0830 00 CLUTCH PEDALSWITCH A CIRCUIT P0087 85 FUEL RAIL SYSTEM PRESSURE,Check The Crankshaft Position Sensor And Clutch Pedal Switchand Removethe Error With Diagnostic Kit Take Trail Found Oku Warrantydefer Txt 0002
2000620,CHETAN MOTORS,KOLHAPUR,721,2018,55074845000R,TATA ULTRA 1014/45WB BS4 HDLB(AIR BRAKE),1014,1014-ULTRA,MAT751351J8C08465,751351,MAR 2018,17374,R2,POWER STEERING,RB59249,POWER STEERING HOSE/PIPE LEAKAGE,RB59339,POWER STEERING HIGH PRESS. HOSE LEAKING,MAR 2018,JUL 2018,13.07.2018,4,AUG 2018,02.08.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,55,0,246,301,301,POWER STEERING OIL LEAKAGE,VEHICLE REPORTED FOR POWER STEERING OIL LEAKAGE CHECK ALL THE PARAMETERSFOUND OK OBSERVED VANE PUMP TO POWER STEERING GEAR BOX ASSY PIPEDEFORMED AT VANE PUMP SIDE CAUSING POWE STEERING OIL LEAGE FROM IT NOEXTERNAL DAMAGE TIME BEARING WORKDONE,Due To Non Availability Of Power Steering Pipe W Spl Charges Forrs 96 - Brazing Work Done Rs 150 - U Warrantydefer Txt 0002
2000620,CHETAN MOTORS,KOLHAPUR,751,2018,28211427000RBD54,5 CUM UB box TIP LPK912/27 EX 497CR BSIV,912,912CR-LPK,MAT454206J7A01060,454206,JAN 2018,8932,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,FEB 2018,JUL 2018,16.07.2018,5,JUL 2018,20.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,220,0,0,220,220,CHECK ENGINE LIGHT REMAINS ON,CHECK ALL THE PARAMETERS FOUND OK CHECKING WITH DIAGNOSTIC KIT ERRORSHOWING P0339-00 CRANKSHAFT SIGNAL DIAGNOSE DISTRBEDP0087-00 RAILPRESSURE POSITIVE GOVERNER DEVIATION P1219ENGINE STARTING DISABILITYDUE TO LESS RAIL PRESSURE P0704-00 CLUTCH PLAUSIBILTY ERROR P2264-00DEFECTIVE WATER IN FUELSENSOR,Check And Cleaned The Water In Fuel Sensor And Remove The Error Withdiagnostic Kit Take Trail Found Ok U Warranty Attached Screen Shotj Cdefer Txt 0002
2000620,CHETAN MOTORS,KOLHAPUR,757,2018,55301145000R,TATA Ultra 1518 5L / 45WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764011J7A00937,764011,JAN 2018,17133,P1,CAB / COWL,PA51839,DRVR/CO-DRVR SEAT DEFECTIVE,PA51839,DRIVER/CO-DRIVER SEAT SPRING DISLOADED,JAN 2018,JUL 2018,17.07.2018,6,JUL 2018,25.07.2018,1,Normal Warranty,Regular Claims,1,585891000102,DRIVER SEAT COMPLETE HIGH VERSION RHD,1,16998,110,1529.82,849.9,19487.72,19487.72,DRIVER SEAT PROBLE,VEHICLE REPORTED FOR DRIVE SEAT PROBLEM CHECK DRIVER SEAT ADJUSTMENTDONE AND VEHICLE RUN KSM 30 TO 40 AGAIN SEAT DISTURBED VEHICLEPERSONALLY INSPECTED BY CSM,Replaced With The New Driver Seat Assy U Warrantydefer Txt 0002
2000620,CHETAN MOTORS,KOLHAPUR,772,2018,55074845000R,TATA ULTRA 1014/45WB BS4 HDLB(AIR BRAKE),1014,1014-ULTRA,MAT751351J8C08465,751351,MAR 2018,18610,R2,POWER STEERING,RB59249,POWER STEERING HOSE/PIPE LEAKAGE,RB59339,POWER STEERING HIGH PRESS. HOSE LEAKING,MAR 2018,JUL 2018,18.07.2018,4,JUL 2018,25.07.2018,1,Normal Warranty,Regular Claims,1,550646800107,550646800107,1,1286.31,55,115.77,64.32,1521.4,1521.4,POWER STEERING OIL LEAKAGE,VEHICLE REPORTED FOR POWER STEERING OIL LEAKAGE CHECK ALL THE PARAMETERSFOUND OK OBSERVED VANE PUMP TO POWER STEERING GEAR BOX ASSY PIPE DEFORMED AT VANEPUMP SIDE CAUSING POWE STEERING OIL LEAGE FROM IT NO EXTERNAL DAMAGE TIME BEARING WORKDONE,After Availability From Spd Replaced With The New Vane Pumpto Powersteering Gear Box Assy Pipe U Warranty Refer Our Claim No 721defer Txt 0002
2000620,CHETAN MOTORS,KOLHAPUR,779,2018,55301145000R,TATA Ultra 1518 5L / 45WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764011J7B02462,764011,FEB 2018,37455,Q1,ELECTRICALS,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,QB54940,ERROR IN ENGINE PERFORMANCE ATTENDED BY DIAGNOSTIC KIT,FEB 2018,JUL 2018,18.07.2018,5,JUL 2018,22.07.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,220,0,0,220,220,CHECK ENGINE LIGHT REMAINS ON,CHECK ALL THE PARAMETERS FOUND OK CHECKING WITH DIAGNOSTIC KIT ERRORSHOWING P0339-00 CRANKSHAFT SIGNAL DIAGNOSE DISTURBED P0087-00 RAILPRESSURE POSITIVE GOVERNER DEVIATION P1219ENGINE STARTING DISABILITYDUE TO LESS RAIL PRESSURE P0704-00 CLUTCH PLAUSIBILTY ERROR P2264-00DEFECTIVE WATER IN FUELSENSOR,Check The Water In Fuel Sensor Socket Cleaned R R And Removethe Errorwith Diagnostic Kit Take Trail Found Ok U Warrantydefer Txt 0002
2000620,CHETAN MOTORS,KOLHAPUR,781,2018,55301145000R,TATA Ultra 1518 5L / 45WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764011J7B03436,764011,FEB 2018,39015,K1,BRAKES,KE43109,AIR HOSE BURST / DEFECTIVE,KE43109,AIR HOSE BURST/LEAKING/DAMAGED,MAR 2018,JUL 2018,19.07.2018,4,JUL 2018,21.07.2018,1,Normal Warranty,Regular Claims,1,553043800105,553043800105,1,1251.99,110,112.68,62.6,1537.27,1537.27,AIR LEAKAGE,WHILE CHECKING FOUND BRAKE TUBE WITH CRIMPED HOSE-AIR COMPRESSOR TO DDUMAIN PIPE MFG 03-02-18 PINCHED AT CENTER AND GOT DAMAGED CAUSING AIRLEAKAGE PROBLEM,Replaced Brake Tube Assy- Air Compressor To Ddu Main Pipe Uwdefer Txt 0002
2000620,CHETAN MOTORS,KOLHAPUR,799,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC03552,478014,MAR 2018,5914,L1,MECHANICAL STEERING,LB46099,DRAG LINK ENDS LOOSE/WORN,LB46099,DRAG LINK ENDS  LOOSE,MAR 2018,JUL 2018,20.07.2018,4,JUL 2018,22.07.2018,1,Normal Warranty,Regular Claims,0,#,Not assigned,0,0,165,0,0,165,165,STEERING WOBBLING,VEH REPORTED AT KMS JUST 5914 FOR COMPLAINT STEERING WHEELVIBRATIONSHIGH WE TOOK TRIAL AND NOTICED THE SAME SO FURTHERCHECKING REMOVED DRAGLINK ASSY MAKE-RANE AND OBSERVED DRAG LINK END WHICH CONNECTED ONPITMAN ARM BECAME LOOSE PRESSFIT SIDE CAUSING THE PROBLEM STEERINGVIBRATIONS HIGH W A DONE FR TOE VALUE DIFF WAS LHS PLUS 8 3MM WHICH WEADJUSTED WITHIN SPECIFIED RANGE,Replaced Drag Link Assy With New One Also Wheel Alignment Adjustmentdone After Replacing Drag Link Assydefer Txt 0002
2000620,CHETAN MOTORS,KOLHAPUR,799,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC03552,478014,MAR 2018,5914,L1,MECHANICAL STEERING,LB46099,DRAG LINK ENDS LOOSE/WORN,LB46099,DRAG LINK ENDS  LOOSE,MAR 2018,JUL 2018,20.07.2018,4,JUL 2018,22.07.2018,1,Normal Warranty,Regular Claims,1,289846600129,DRAG LINK ASSY,1,2690.88,110,242.18,134.54,3177.6,3177.6,STEERING WOBBLING,VEH REPORTED AT KMS JUST 5914 FOR COMPLAINT STEERING WHEELVIBRATIONSHIGH WE TOOK TRIAL AND NOTICED THE SAME SO FURTHERCHECKING REMOVED DRAGLINK ASSY MAKE-RANE AND OBSERVED DRAG LINK END WHICH CONNECTED ONPITMAN ARM BECAME LOOSE PRESSFIT SIDE CAUSING THE PROBLEM STEERINGVIBRATIONS HIGH W A DONE FR TOE VALUE DIFF WAS LHS PLUS 8 3MM WHICH WEADJUSTED WITHIN SPECIFIED RANGE,Replaced Drag Link Assy With New One Also Wheel Alignment Adjustmentdone After Replacing Drag Link Assydefer Txt 0002
2000620,CHETAN MOTORS,KOLHAPUR,849,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC03552,478014,MAR 2018,5948,D1,TRANSMISSION,DG27287,GBS-16 EXTENSION BOX CRACKED,DG27287,EXTENSION BOX/ARM CRACKED,MAR 2018,JUL 2018,26.07.2018,4,AUG 2018,02.08.2018,1,Normal Warranty,Regular Claims,1,268426713801,BKT EXTENSION ARM,1,244.53,0,22.01,12.23,278.77,278.77,STEERING WOBBLING GEAR SHIFTING DIFFICULT AND STEERING OIL LEAKAGE,AS PER COMPLAINT OF STEERING WOBBLING TOOK TRIAL AND NOTICEDTHESAME CHECKED STRG LINKAGES ENDS FOUND OK SO FURTHER REMOVED FR AXLEASSY DISMANTLED AND OBSERVED KING PIN LOOSE IN BUSH MAKE-MANU AS BUSHESWORN OUT CAUSING PROBLEM OF STRG WOBBLING ALSO DUE TO HIGH STEERINGVIBRATIONS GEAR LEVER EXTENSION ARM AND ITS BKT GOT BROKEN CAUSING GEARSHIFTING PROBLEM ALSO FOUND STRG OIL LEAKAGE FROM POWER STRG GEARBOX- MAKE-ZFM033955825 SEND TO ANCILLARY FOR REPAIRS U W,Replaced Fr Axle King Pin Bush Bearings Changed Both Gear Shiftingextension Arms And Its Bkt Repaired Power Strg Gearbox At Zf Ancillaryu W Claiming 1400 - Spl Charges For Fr Axle Machining Work And 248 -for 1 Litr Steering Oil Used
2000620,CHETAN MOTORS,KOLHAPUR,849,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC03552,478014,MAR 2018,5948,D1,TRANSMISSION,DG27287,GBS-16 EXTENSION BOX CRACKED,DG27287,EXTENSION BOX/ARM CRACKED,MAR 2018,JUL 2018,26.07.2018,4,AUG 2018,02.08.2018,1,Normal Warranty,Regular Claims,0,268426713804,EXTENSION ARM,1,335.16,220,30.16,16.76,602.08,602.08,STEERING WOBBLING GEAR SHIFTING DIFFICULT AND STEERING OIL LEAKAGE,AS PER COMPLAINT OF STEERING WOBBLING TOOK TRIAL AND NOTICEDTHESAME CHECKED STRG LINKAGES ENDS FOUND OK SO FURTHER REMOVED FR AXLEASSY DISMANTLED AND OBSERVED KING PIN LOOSE IN BUSH MAKE-MANU AS BUSHESWORN OUT CAUSING PROBLEM OF STRG WOBBLING ALSO DUE TO HIGH STEERINGVIBRATIONS GEAR LEVER EXTENSION ARM AND ITS BKT GOT BROKEN CAUSING GEARSHIFTING PROBLEM ALSO FOUND STRG OIL LEAKAGE FROM POWER STRG GEARBOX- MAKE-ZFM033955825 SEND TO ANCILLARY FOR REPAIRS U W,Replaced Fr Axle King Pin Bush Bearings Changed Both Gear Shiftingextension Arms And Its Bkt Repaired Power Strg Gearbox At Zf Ancillaryu W Claiming 1400 - Spl Charges For Fr Axle Machining Work And 248 -for 1 Litr Steering Oil Used
2000620,CHETAN MOTORS,KOLHAPUR,849,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC03552,478014,MAR 2018,5948,D1,TRANSMISSION,DG27287,GBS-16 EXTENSION BOX CRACKED,DG27287,EXTENSION BOX/ARM CRACKED,MAR 2018,JUL 2018,26.07.2018,4,AUG 2018,02.08.2018,1,Normal Warranty,Regular Claims,0,268426803401,BUSH BALL SEAT G S LEVER,1,38.28,0,3.45,1.91,43.64,43.64,STEERING WOBBLING GEAR SHIFTING DIFFICULT AND STEERING OIL LEAKAGE,AS PER COMPLAINT OF STEERING WOBBLING TOOK TRIAL AND NOTICEDTHESAME CHECKED STRG LINKAGES ENDS FOUND OK SO FURTHER REMOVED FR AXLEASSY DISMANTLED AND OBSERVED KING PIN LOOSE IN BUSH MAKE-MANU AS BUSHESWORN OUT CAUSING PROBLEM OF STRG WOBBLING ALSO DUE TO HIGH STEERINGVIBRATIONS GEAR LEVER EXTENSION ARM AND ITS BKT GOT BROKEN CAUSING GEARSHIFTING PROBLEM ALSO FOUND STRG OIL LEAKAGE FROM POWER STRG GEARBOX- MAKE-ZFM033955825 SEND TO ANCILLARY FOR REPAIRS U W,Replaced Fr Axle King Pin Bush Bearings Changed Both Gear Shiftingextension Arms And Its Bkt Repaired Power Strg Gearbox At Zf Ancillaryu W Claiming 1400 - Spl Charges For Fr Axle Machining Work And 248 -for 1 Litr Steering Oil Used
2000620,CHETAN MOTORS,KOLHAPUR,849,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC03552,478014,MAR 2018,5948,G1,FRONT AXLE,GB33011,KING PIN BUSH LOOSE/WORN,GB33051,KING PIN BUSH LOOSE/WORN,MAR 2018,JUL 2018,26.07.2018,4,AUG 2018,02.08.2018,1,Normal Warranty,Regular Claims,0,#,Not assigned,0,0,385,0,1400,1785,1785,STEERING WOBBLING GEAR SHIFTING DIFFICULT AND STEERING OIL LEAKAGE,AS PER COMPLAINT OF STEERING WOBBLING TOOK TRIAL AND NOTICEDTHESAME CHECKED STRG LINKAGES ENDS FOUND OK SO FURTHER REMOVED FR AXLEASSY DISMANTLED AND OBSERVED KING PIN LOOSE IN BUSH MAKE-MANU AS BUSHESWORN OUT CAUSING PROBLEM OF STRG WOBBLING ALSO DUE TO HIGH STEERINGVIBRATIONS GEAR LEVER EXTENSION ARM AND ITS BKT GOT BROKEN CAUSING GEARSHIFTING PROBLEM ALSO FOUND STRG OIL LEAKAGE FROM POWER STRG GEARBOX- MAKE-ZFM033955825 SEND TO ANCILLARY FOR REPAIRS U W,Replaced Fr Axle King Pin Bush Bearings Changed Both Gear Shiftingextension Arms And Its Bkt Repaired Power Strg Gearbox At Zf Ancillaryu W Claiming 1400 - Spl Charges For Fr Axle Machining Work And 248 -for 1 Litr Steering Oil Used
2000620,CHETAN MOTORS,KOLHAPUR,849,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC03552,478014,MAR 2018,5948,G1,FRONT AXLE,GB33011,KING PIN BUSH LOOSE/WORN,GB33051,KING PIN BUSH LOOSE/WORN,MAR 2018,JUL 2018,26.07.2018,4,AUG 2018,02.08.2018,1,Normal Warranty,Regular Claims,1,885433030207,REPAIR KIT KING PIN 207 STD. FULL,1,1547.36,440,139.26,77.37,2203.99,2203.99,STEERING WOBBLING GEAR SHIFTING DIFFICULT AND STEERING OIL LEAKAGE,AS PER COMPLAINT OF STEERING WOBBLING TOOK TRIAL AND NOTICEDTHESAME CHECKED STRG LINKAGES ENDS FOUND OK SO FURTHER REMOVED FR AXLEASSY DISMANTLED AND OBSERVED KING PIN LOOSE IN BUSH MAKE-MANU AS BUSHESWORN OUT CAUSING PROBLEM OF STRG WOBBLING ALSO DUE TO HIGH STEERINGVIBRATIONS GEAR LEVER EXTENSION ARM AND ITS BKT GOT BROKEN CAUSING GEARSHIFTING PROBLEM ALSO FOUND STRG OIL LEAKAGE FROM POWER STRG GEARBOX- MAKE-ZFM033955825 SEND TO ANCILLARY FOR REPAIRS U W,Replaced Fr Axle King Pin Bush Bearings Changed Both Gear Shiftingextension Arms And Its Bkt Repaired Power Strg Gearbox At Zf Ancillaryu W Claiming 1400 - Spl Charges For Fr Axle Machining Work And 248 -for 1 Litr Steering Oil Used
2000620,CHETAN MOTORS,KOLHAPUR,849,2018,28984131ABFR,ARCTIC_WHITE-TATA207 BSIV RX Common Rail,MOBIA,MOBIA-SC-4X2,MAT478014JSC03552,478014,MAR 2018,5948,R2,POWER STEERING,RB59169,POWER STRG GEAR BOX DEFECTIVE,RB59169,POWER STRG GEAR BOX INPUT SHAFT SEALS LEAKY,MAR 2018,JUL 2018,26.07.2018,4,AUG 2018,02.08.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,275,0,248,523,523,STEERING WOBBLING GEAR SHIFTING DIFFICULT AND STEERING OIL LEAKAGE,AS PER COMPLAINT OF STEERING WOBBLING TOOK TRIAL AND NOTICEDTHESAME CHECKED STRG LINKAGES ENDS FOUND OK SO FURTHER REMOVED FR AXLEASSY DISMANTLED AND OBSERVED KING PIN LOOSE IN BUSH MAKE-MANU AS BUSHESWORN OUT CAUSING PROBLEM OF STRG WOBBLING ALSO DUE TO HIGH STEERINGVIBRATIONS GEAR LEVER EXTENSION ARM AND ITS BKT GOT BROKEN CAUSING GEARSHIFTING PROBLEM ALSO FOUND STRG OIL LEAKAGE FROM POWER STRG GEARBOX- MAKE-ZFM033955825 SEND TO ANCILLARY FOR REPAIRS U W,Replaced Fr Axle King Pin Bush Bearings Changed Both Gear Shiftingextension Arms And Its Bkt Repaired Power Strg Gearbox At Zf Ancillaryu W Claiming 1400 - Spl Charges For Fr Axle Machining Work And 248 -for 1 Litr Steering Oil Used
2000620,CHETAN MOTORS,KOLHAPUR,869,2018,55301145000R,TATA Ultra 1518 5L / 45WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764011J7B03470,764011,FEB 2018,2773,D1,TRANSMISSION,DG27377,GEAR SHIFTING CABLE DEFECTIVE,DG27377,GEAR SHIFTING CABLE DEFECTIVE,JUN 2018,JUL 2018,29.07.2018,1,AUG 2018,01.08.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,220,0,0,220,220,GEAR SHIFTING DIFFICULT,WHILE CHECKING FOUND ONLY 3RD AND 4TH GEAR WERE SHIFTING OTHER GEARSNOT SHIFTING FURTHER CHECKING OBSERVED GEAR SELECTION CABLE WASDISLOCATED AT GEARBOX END AS CABLE MTG BOLT BECAME LOOSE AND CAME OUTCAUSING THE PROBLEM GEARS NOT SHIFTING,Connected Gear Selection Cable Properly Towards Gearbox Endtook Trialfound Problem Solveddefer Txt 0002
2000620,CHETAN MOTORS,KOLHAPUR,872,2018,55301145000R,TATA Ultra 1518 5L / 45WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764011J7A02311,764011,JAN 2018,14959,A1,ENGINE,AM07019,NOZZLE DEFECTIVE,AM07019,NOZZLE DEFECTIVE,JAN 2018,JUL 2018,20.07.2018,6,AUG 2018,04.08.2018,1,Normal Warranty,Regular Claims,1,570901160102,570901160102,4,14010.39,220,5417.55,1681.25,63360.36,63360.36,LOW KMPL AND AIR LOCK PROBLEM,VEHICLE REPORTED FOR LOW KMPL AND AIR LOCK PROBLEM CHECK ALLTHEPARAMETERS WIRING CONNECTORS FOUND INTACT REMOVED THE INJECTOR SET ASSYSENT DELPHI SERVICE ENGINNER HAS VISITED THEWORK SHOP REGARDINGPROBLEM BUT NEXT DAY NO ANY REPLAY DEATAIL MAIL SENT TO CSM,As Per Guide Line Fo Csm Replaced With The New Injector Setwarranty Take Trail Found Okdefer Txt 0002
2000620,CHETAN MOTORS,KOLHAPUR,886,2018,55302845000R,Ultra 1518 T 5L / 45 WB BS IV 20' HDLB,ULTRA1518,ULTRA1518-LPT,MAT764020J7B05038,764020,FEB 2018,8548,K1,BRAKES,KD43130,DDU DEFECTIVE,KD43130,DDU DEFECTIVE,MAY 2018,JUL 2018,30.07.2018,2,AUG 2018,04.08.2018,1,Normal Warranty,Labour Only Claims,1,#,Not assigned,0,0,110,0,1170,1280,1280,CLUTCH HARD AND HAND BRAKE NOT WORKING,VEH B D AT SANGLI MARKET YARD WHICH IS 16 KMS FROM OUR W SFOR CLUTCHHARD AND ALSO HAND BRAKE NOT OPERATING CHECKED ANDFOUND THE SAME WHILECHECKING WE OBSERVED AIR PRESSURE NOT BUILDING PROPERLY FROM DDU ASSYCAUSING THE PROBLEM DDU MAKE-WABCOSR NO -9325000830 SO REMOVED DDU BROUGHT TO W S AND SEND TO WABCO ANCILLARY DLR FOR NECESSARY WARRANTYREPAIRS WARRANTY ACCEPTED BY ANCILARY DEALER AGAIN OUR TEAM SEND FORREFITTING REPAIRED DDU TO VEHICLE ONSITE 2 TRIPS DONE,After Receiving From Wabco Dlr Refitted Ddu To Vehicle U Wclaimingdeputation Charges 930 - For Atm Usage Total Kms 62as 2 Trips Done Andalso Claiming 240 - Under Spl Charges Forancillary Job Transportationmsb 30kms 8 -
2000620,CHETAN MOTORS,KOLHAPUR,890,2018,55301145000R,TATA Ultra 1518 5L / 45WB BS IV,ULTRA1518,ULTRA1518-LPT,MAT764011J7A02223,764011,JAN 2018,8009,R2,POWER STEERING,RB59019,POWER STEERING PUMP DEFECTIVE,RB59079,STRG PUMP SEAL LEAKY,JAN 2018,JUL 2018,30.07.2018,6,AUG 2018,25.08.2018,1,Normal Warranty,Regular Claims,0,#,Not assigned,0,0,0,0,192,192,192,POWER STEERING OIL LEAKAG,WHILE CHECKING OBSERVED POWER STEERING OIL LEAKAGE FROM NEARPOWERSTEERING HOLDER 0 RING DEFORMED CAUSING POWER STEERINGOIL LEKAGE FROMIT,Replaced With The New Power Steering O Ring W Spl Charges For Powersteering Oil Rs 192 - U Warrantydefer Txt 0002
